NCT Number,Title,Status,Study Results,Interventions,Gender,Age,URL
NCT03112668,Acceptance and Commitment Therapy in Improving Well-Being in Patients With Stage III-IV Cancer and Their Partners,Recruiting,No Results Available,Behavioral: Cognitive Behavior Therapy|Other: Quality-of-Life Assessment|Other: Questionnaire Administration|Other: Survey Administration,All,"18 Years and older   (Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT03112668
NCT03425279,CAB-AXL-ADC Safety and Efficacy Study in Patients With Solid Tumors,Recruiting,No Results Available,Biological: CAB-AXL-ADC,All,"18 Years and older   (Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT03425279
NCT02839694,Adjuvant Oral Decitabine and Tetrahydrouridine With or Without Celecoxib in People Undergoing Pulmonary Metastasectomy,Withdrawn,No Results Available,Drug: decitabine (DAC)|Drug: Tetrahydrouridine (THU)|Drug: Celecoxib,All,"18 Years to 99 Years   (Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT02839694
NCT00601185,Confocal Reflectance Microscopy of Shave-Biopsy Sites on Skin in Vivo.,Completed,No Results Available,Procedure: confocal microscopy in vivo,All,"18 Years to 80 Years   (Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT00601185
NCT00574392,Multi-Wavelength and Coherence Confocal Reflectance Microscopy of Pigmented and Non-Pigmented Lesions on the Skin In-Vivo,Completed,No Results Available,Device: Multiwavelength and coherence confocal reflectance microscopy (Vivascope 1500m multiwavelength),All,"18 Years and older   (Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT00574392
NCT01590069,Aerosolized Aldesleukin in Treating Patients With Lung Metastases,"Active, not recruiting",No Results Available,Biological: Aerosolized Aldesleukin|Other: Laboratory Biomarker Analysis,All,"12 Years to 50 Years   (Child, Adult)",https://ClinicalTrials.gov/show/NCT01590069
NCT03517488,A Study of XmAb®20717 in Subjects With Selected Advanced Solid Tumors,Recruiting,No Results Available,Biological: XmAb20717,All,"18 Years and older   (Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT03517488
NCT01065441,Experimental Therapeutic Cancer Vaccine Created In-situ in Patients With Stage II-Stage IV Cancer,Withdrawn,No Results Available,Biological: AlloStim|Procedure: Cryoablation,All,"18 Years and older   (Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT01065441
NCT02107963,A Phase I Trial of T Cells Expressing an Anti-GD2 Chimeric Antigen Receptor in Children and Young Adults With GD2+ Solid Tumors,Completed,No Results Available,Biological: Anti-GD2-CAR engineered T cells|Drug: AP1903|Drug: Cyclophosphamide,All,"1 Year to 35 Years   (Child, Adult)",https://ClinicalTrials.gov/show/NCT02107963
NCT00379132,131-I-TM-601 Study in Adults With Solid Tumors,Completed,No Results Available,Drug: 131-I-TM-601 (chlorotoxin),All,"18 Years and older   (Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT00379132
NCT02595866,"Pembrolizumab in Treating Patients With HIV and Relapsed, Refractory, or Disseminated Malignant Neoplasms",Recruiting,No Results Available,Other: Laboratory Biomarker Analysis|Biological: Pembrolizumab,All,"18 Years and older   (Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT02595866
NCT02012231,"Phase I/IIa Study to Evaluate the Safety, PK, PD, and Preliminary Efficacy of PLX8394 in Patients With Advanced Cancers.",Terminated,No Results Available,Drug: PLX8394,All,"18 Years and older   (Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT02012231
NCT00600496,"A Phase I, Open-Label, Multi-center Study to Assess the Safety, Tolerability and Pharmacokinetics of AZD6244 (ARRY-142886)","Active, not recruiting",No Results Available,Drug: AZD6244|Drug: Dacarbazine|Drug: Erlotinib|Drug: Docetaxel|Drug: Temsirolimus,All,"18 Years to 130 Years   (Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT00600496
NCT03132922,MAGE-A4ᶜ¹º³²T for Multi-Tumor,Recruiting,No Results Available,Genetic: Autologous genetically modified MAGE-A4ᶜ¹º³²T cells,All,"18 Years and older   (Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT03132922
NCT03652077,A Safety and Tolerability Study of INCAGN02390 in Select Advanced Malignancies,Recruiting,No Results Available,Drug: INCAGN02390,All,"18 Years and older   (Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT03652077
NCT01191775,A Study of PNT2258 in Patients With Advanced Solid Tumors,Completed,No Results Available,Drug: PNT2258,All,"18 Years and older   (Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT01191775
NCT01526486,Videoscopic Versus Open Inguinal Lymphadenectomy for Cancer,Completed,No Results Available,"Procedure: Videoscopic procedure|Procedure: Open, traditional approach",All,"18 Years to 80 Years   (Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT01526486
NCT00769990,Genistein in Treating Patients Undergoing External-Beam Radiation Therapy for Bone Metastases,Withdrawn,No Results Available,Dietary Supplement: genistein|Radiation: radiation therapy,All,"18 Years and older   (Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT00769990
NCT03474497,"Intralesional IL-2, Hypofractionated Radiotherapy, and Pembrolizumab in Patients Refractory to Checkpoint Blockade",Not yet recruiting,No Results Available,Drug: IL-2|Drug: Pembrolizumab|Radiation: Radiotherapy,All,"18 Years and older   (Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT03474497
NCT03716193,Measurement of the Partial Pressure of Oxygen in Cutaneous Tumors Using Electron Paramagnetic Resonance (EPR) Oximetry,Not yet recruiting,No Results Available,Other: Oxygen,All,"18 Years to 90 Years   (Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT03716193
NCT01962103,Study to Find a Safe Dose and Show Early Clinical Activity of Weekly Nab-paclitaxel in Pediatric Patients With Recurrent/ Refractory Solid Tumors,Completed,Has Results,Drug: nab-paclitaxel,All,"6 Months to 24 Years   (Child, Adult)",https://ClinicalTrials.gov/show/NCT01962103
NCT02465060,"Targeted Therapy Directed by Genetic Testing in Treating Patients With Advanced Refractory Solid Tumors, Lymphomas, or Multiple Myeloma (The MATCH Screening Trial)",Recruiting,No Results Available,Drug: Adavosertib|Drug: Afatinib|Drug: Binimetinib|Drug: Capivasertib|Drug: Crizotinib|Other: Cytology Specimen Collection Procedure|Drug: Dabrafenib|Drug: Dasatinib|Drug: Defactinib|Drug: FGFR Inhibitor AZD4547|Other: Laboratory Biomarker Analysis|Drug: Larotrectinib|Biological: Nivolumab|Drug: Osimertinib|Drug: Palbociclib|Biological: Pertuzumab|Drug: PI3K-beta Inhibitor GSK2636771|Drug: Sapanisertib|Drug: Sunitinib Malate|Drug: Taselisib|Drug: Trametinib|Biological: Trastuzumab|Biological: Trastuzumab Emtansine|Drug: Vismodegib,All,"18 Years and older   (Adult, Older Adult)",
NCT00089362,Alvespimycin Hydrochloride in Treating Patients With Metastatic or Unresectable Solid Tumors,Completed,No Results Available,Drug: alvespimycin hydrochloride|Other: laboratory biomarker analysis|Other: pharmacological study,All,"18 Years and older   (Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT00089362
NCT03809624,"Study of INBRX-105 in Patients With Solid Tumors, Hodgkin or Non-Hodgkin Lymphoma",Not yet recruiting,No Results Available,Drug: INBRX-105 - PDL1x41BB antibody,All,"18 Years and older   (Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT03809624
NCT00436410,Tumor Necrosis Factor in Patients Undergoing Surgery for Primary Cancer or Metastatic Cancer,Completed,No Results Available,Biological: colloidal gold-bound tumor necrosis factor|Other: electron microscopy|Other: pharmacological study|Procedure: conventional surgery,All,"18 Years and older   (Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT00436410
NCT01391143,Safety Study of MGA271 in Refractory Cancer,"Active, not recruiting",No Results Available,Biological: MGA271,All,"18 Years and older   (Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT01391143
NCT03297424,A Study of PLX2853 in Advanced Malignancies.,Recruiting,No Results Available,Drug: PLX2853,All,"18 Years and older   (Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT03297424
NCT01351103,A Study of LGK974 in Patients With Malignancies Dependent on Wnt Ligands,Recruiting,No Results Available,Drug: LGK974|Biological: PDR001,All,"18 Years and older   (Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT01351103
NCT02437916,Safety Study of AMG 228 to Treat Solid Tumors,Terminated,No Results Available,Drug: AMG 228,All,"18 Years and older   (Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT02437916
NCT02568267,"Basket Study of Entrectinib (RXDX-101) for the Treatment of Patients With Solid Tumors Harboring NTRK 1/2/3 (Trk A/B/C), ROS1, or ALK Gene Rearrangements (Fusions)",Recruiting,No Results Available,Drug: Entrectinib,All,"18 Years and older   (Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT02568267
NCT02643303,"A Phase 1/2 Study of In Situ Vaccination With Tremelimumab and IV Durvalumab Plus PolyICLC in Subjects With Advanced, Measurable, Biopsy-accessible Cancers",Recruiting,No Results Available,Drug: Durvalumab|Drug: Tremelimumab|Drug: Poly ICLC,All,"18 Years and older   (Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT02643303
NCT00553683,"Cyclophosphamide, Radiation Therapy, and Poly ICLC in Treating Patients With Unresectable, Recurrent, Primary, or Metastatic Liver Cancer",Unknown status,No Results Available,Drug: cyclophosphamide|Drug: poly ICLC|Procedure: hepatic artery embolization|Radiation: 3-dimensional conformal radiation therapy,All,"18 Years to 75 Years   (Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT00553683
NCT02223052,Bioequivalence & Food Effect Study in Patients With Solid Tumor or Hematologic Malignancies,"Active, not recruiting",No Results Available,Drug: CC-486|Drug: Vidaza,All,"18 Years and older   (Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT02223052
NCT03653819,High Intensity Interval Training (HIIT) for Patients With Cancer-related Lymphedema in the Lower Limbs,Completed,No Results Available,Other: First exercise session + compression|Other: First exercise session - compression,All,"18 Years and older   (Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT03653819
NCT00667641,Paclitaxel and Bortezomib in Treating Patients With Metastatic or Unresectable Malignant Solid Tumors,Completed,No Results Available,Drug: bortezomib|Drug: paclitaxel,All,"18 Years and older   (Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT00667641
NCT00019019,Carboxyamidotriazole and Paclitaxel in Treating Patients With Advanced Solid Tumors or Refractory Lymphomas,Completed,No Results Available,Drug: carboxyamidotriazole|Drug: paclitaxel,All,"18 Years and older   (Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT00019019
NCT00004065,Chemotherapy in Treating Patients With Refractory Advanced Solid Tumors or Hematologic Cancer,Completed,No Results Available,Drug: tanespimycin,All,"18 Years and older   (Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT00004065
NCT03752398,A Study of XmAb®23104 in Subjects With Selected Advanced Solid Tumors (DUET-3),Not yet recruiting,No Results Available,Biological: XmAb®23104,All,"18 Years and older   (Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT03752398
NCT00587964,Phase II Trial of Stereotactic Radiosurgery Boost Following Surgical Resection for Brain Metastases,Completed,Has Results,Radiation: Stereotactic Radiosurgery,All,"18 Years and older   (Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT00587964
NCT03237013,Strategies to Promote Skin Health,Completed,No Results Available,Behavioral: Facial Morphing Intervention|Behavioral: Mindfulness Intervention,All,"18 Years and older   (Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT03237013
NCT02637531,"A Dose-Escalation Study to Evaluate the Safety, Tolerability, Pharmacokinetics, and Pharmacodynamics of IPI-549",Recruiting,No Results Available,Drug: IPI-549|Drug: Nivolumab,All,"18 Years and older   (Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT02637531
NCT01037790,PHASE II TRIAL OF THE CYCLIN-DEPEDENT KINASE INHIBITOR PD 0332991 IN PATIENTS WITH CANCER,Recruiting,No Results Available,Drug: PD-0332991|Other: pharmacological study,All,"18 Years and older   (Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT01037790
NCT00730639,A Phase 1 Study of Nivolumab (BMS-936558) in Subjects With Advanced or Recurrent Malignancies,"Active, not recruiting",Has Results,Biological: BMS-936558 (MDX-1106),All,"18 Years and older   (Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT00730639
NCT01217411,RO4929097 and Whole-Brain Radiation Therapy or Stereotactic Radiosurgery in Treating Patients With Brain Metastases From Breast Cancer,Terminated,Has Results,Drug: Gamma-secretase/Notch signalling pathway inhibitor RO4929097|Radiation: Whole-brain radiation therapy (WBRT)|Radiation: Stereotactic radiosurgery (SRS)|Procedure: Cognitive assessment|Other: Laboratory biomarker analysis,All,"18 Years and older   (Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT01217411
NCT00019331,Vaccine Therapy Plus Biological Therapy in Treating Adults With Metastatic Solid Tumors,Completed,No Results Available,Biological: aldesleukin|Biological: ras peptide cancer vaccine|Biological: sargramostim|Drug: DetoxPC,All,"18 Years and older   (Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT00019331
NCT00006368,Yttrium Y 90 SMT 487 in Treating Patients With Refractory or Recurrent Cancer,Completed,No Results Available,Radiation: yttrium Y 90-edotreotide,All,"18 Years and older   (Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT00006368
NCT02661100,"A Trial of CDX-1401 in Combination With Poly-ICLC and Pembrolizumab, in Previously Treated Advanced Solid Tumor Patients",Withdrawn,No Results Available,Drug: Pembrolizumab|Biological: CDX-1401|Biological: Poly-ICLC,All,"18 Years and older   (Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT02661100
NCT00014456,Combination Chemotherapy Plus Filgrastim in Treating Patients With Advanced Solid Tumors,Completed,No Results Available,Biological: filgrastim|Drug: docetaxel|Drug: gemcitabine hydrochloride,All,"18 Years and older   (Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT00014456
NCT00655655,Everolimus and Vatalanib in Treating Patients With Advanced Solid Tumors,Completed,No Results Available,Drug: everolimus|Drug: vatalanib|Other: pharmacological study|Other: laboratory biomarker analysis|Procedure: dynamic contrast-enhanced magnetic resonance imaging|Procedure: ultrasound imaging,All,"18 Years and older   (Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT00655655
NCT02650635,"TLR8 Agonist VTX-2337 and Cyclophosphamide in Treating Patients With Metastatic, Persistent, Recurrent, or Progressive Solid Tumors",Terminated,No Results Available,Drug: Cyclophosphamide|Other: Laboratory Biomarker Analysis|Biological: Pegfilgrastim|Other: Pharmacological Study|Drug: TLR8 Agonist VTX-2337,All,"18 Years and older   (Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT02650635
NCT00041808,Magnetic-Targeted Doxorubicin in Treating Patients With Cancer Metastatic to the Liver,Completed,No Results Available,Drug: MTC-DOX for Injection|Procedure: Chemotherapy,All,"18 Years to 80 Years   (Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT00041808
NCT03215511,Phase 1/2 Study of LOXO-195 in Patients With Previously Treated NTRK Fusion Cancers,Recruiting,No Results Available,Drug: LOXO-195,All,"1 Month and older   (Child, Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT03215511
NCT02206360,Pancreatic Cancer Early Detection Program,Recruiting,No Results Available,Procedure: Endoscopic Ultrasound|Procedure: Magnetic Resonance Imaging (MRI),All,"18 Years and older   (Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT02206360
NCT02576431,Study of LOXO-101 (Larotrectinib) in Subjects With NTRK Fusion Positive Solid Tumors (NAVIGATE),Recruiting,No Results Available,Drug: Larotrectinib LOXO-101,All,"12 Years and older   (Child, Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT02576431
NCT01460134,A Study of CDX-1127 (Varlilumab) in Patients With Select Solid Tumor Types or Hematologic Cancers,Completed,No Results Available,Drug: CDX-1127,All,"18 Years and older   (Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT01460134
NCT03689192,Arginase-1 Peptide Vaccine in Patients With Metastatic Solid Tumors,Recruiting,No Results Available,"Biological: ARG1-18,19,20",All,"18 Years and older   (Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT03689192
NCT02655822,Phase 1/1b Study to Evaluate the Safety and Tolerability of CPI-444 Alone and in Combination With Atezolizumab in Advanced Cancers,Recruiting,No Results Available,Drug: CPI-444|Drug: CPI-444 + atezolizumab,All,"18 Years and older   (Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT02655822
NCT00540566,Optical Biopsy of Human Skin in Conjunction With Laser Treatment,Completed,No Results Available,Device: Optical Biopsy imaging,All,"18 Years to 75 Years   (Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT00540566
NCT01307267,A Study Of PF-05082566 As A Single Agent And In Combination With Rituximab,"Active, not recruiting",No Results Available,Drug: PF-05082566|Drug: rituximab,All,"18 Years and older   (Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT01307267
NCT03538028,A Safety and Tolerability Study of INCAGN02385 in Select Advanced Malignancies,Recruiting,No Results Available,Biological: INCAGN02385,All,"18 Years and older   (Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT03538028
NCT02378337,"Defining PET / CT Protocols With Optimized F18-FDG (Fluorodeoxyglucose) Dose, Focusing on Reduced Radiation Dose and Improved Image Quality",Completed,No Results Available,Other: Image quantify,All,"18 Years and older   (Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT02378337
NCT02309632,Pancreatic Cancer Screening of High-Risk Individuals in Arkansas,"Active, not recruiting",No Results Available,Other: Pancreatic Cancer Screening Pathway 1|Other: Pancreatic Cancer Screening Pathway 2,All,"18 Years to 99 Years   (Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT02309632
NCT03480152,"Messenger RNA (mRNA)-Based, Personalized Cancer Vaccine Against Neoantigens Expressed by the Autologous Cancer",Recruiting,No Results Available,"Biological: NCI-4650, a mRNA-based, Personalized Cancer Vaccine",All,"18 Years to 70 Years   (Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT03480152
NCT02983045,A Dose Escalation and Cohort Expansion Study of CD122-Biased Cytokine (NKTR-214) in Combination With Anti-PD-1 Antibody (Nivolumab) or in Combination With Nivolumab and Anti-CTLA4 Antibody (Ipilimumab) in Patients With Select Advanced or Metastatic Solid Tumors,Recruiting,No Results Available,Drug: Combination of NKTR-214 + nivolumab|Drug: Combination of NKTR-214 + nivolumab + ipilimumab,All,"18 Years and older   (Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT02983045
NCT02527304,Adaptive Staged Stereotactic Body Radiation Therapy in Treating Patients With Spinal Metastases That Cannot Be Removed by Surgery,Unknown status,No Results Available,Radiation: Image-Guided Adaptive Radiation Therapy|Other: Quality-of-Life Assessment|Other: Questionnaire Administration|Radiation: Stereotactic Body Radiation Therapy,All,"18 Years and older   (Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT02527304
NCT02404441,Phase I/II Study of PDR001 in Patients With Advanced Malignancies,"Active, not recruiting",No Results Available,Biological: PDR001,All,"18 Years and older   (Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT02404441
NCT03511391,CHEckpoint Inhibition in Combination With an Immunoboost of External Body Radiotherapy in Solid Tumors,Recruiting,No Results Available,Drug: Pembrolizumab or Nivolumab|Radiation: SBRT,All,"18 Years and older   (Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT03511391
NCT00765193,The Impact of Total Body Skin Examination on Skin Cancer Detection,Completed,Has Results,Other: Inspection of covered areas,All,"18 Years to 95 Years   (Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT00765193
NCT02014116,A Study of LY3009120 in Participants With Advanced Cancer or Cancer That Has Spread to Other Parts of Their Body,Terminated,No Results Available,Drug: LY3009120 capsule,All,"18 Years and older   (Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT02014116
NCT02830724,Administering Peripheral Blood Lymphocytes Transduced With a CD70-Binding Chimeric Antigen Receptor to People With CD70 Expressing Cancers,Recruiting,No Results Available,Drug: Cyclophosphamide|Drug: Fludarabine|Drug: Aldesleukin|Biological: Anti-hCD70 CAR transduced PBL,All,"18 Years to 70 Years   (Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT02830724
NCT00043368,PF-3512676 (CPG 7909) Injection For Patients Who Completed An Oncology Study Using PF-3512676 (CPG 7909),Completed,No Results Available,Drug: PF-3512676,All,"18 Years and older   (Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT00043368
NCT01215500,Dose Escalation of Hypofractionated Radiation Therapy in Patients With Metastatic Cancer,Completed,No Results Available,Radiation: Hypofractionated RT,All,"18 Years and older   (Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT01215500
NCT02111850,T Cell Receptor Immunotherapy Targeting MAGE-A3 for Patients With Metastatic Cancer Who Are HLA-DP0401 Positive,Recruiting,No Results Available,Biological: Anti-MAGE-A3-DP4 TCR PBL|Drug: Cyclophosphamide|Drug: Fludarabine|Drug: high dose Aldesleukin,All,"18 Years to 70 Years   (Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT02111850
NCT02043184,Improving Adherence to Oral Cancer Agents and Self Care of Symptoms Using an IVR,Completed,No Results Available,Behavioral: Interactive Voice Response (IVR) Reminders,All,"21 Years and older   (Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT02043184
NCT00739609,IDO Inhibitor Study for Relapsed or Refractory Solid Tumors,Terminated,No Results Available,Drug: 1-methyl-D-tryptophan,All,"18 Years and older   (Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT00739609
NCT01386580,"An Open-label, Phase I/IIa, Dose Escalating Study of 2B3-101 in Patients With Solid Tumors and Brain Metastases or Recurrent Malignant Glioma.",Completed,No Results Available,Drug: 2B3-101|Drug: Trastuzumab|Drug: 2B3-101 60 mg/m2 every 4 weeks|Drug: 2B3-101 50 mg/m2 every 3 weeks,All,"18 Years and older   (Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT01386580
NCT02054104,"Adjuvant Tumor Lysate Vaccine and Iscomatrix With or Without Metronomic Oral Cyclophosphamide and Celecoxib in Patients With Malignancies Involving Lungs, Esophagus, Pleura, or Mediastinum",Suspended,No Results Available,Biological: H1299 Lysate Vaccine|Drug: Cyclophosphamide|Drug: Celecoxib,All,"18 Years to 99 Years   (Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT02054104
NCT01916135,"PET Imaging of Cancer Patients Using [18F]-SKI-249380, a Radiolabeled Dasatinib-Derivative","Active, not recruiting",No Results Available,Radiation: [18F]-SKI-249380|Procedure: PET/CT scan|Other: Blood draws,All,"21 Years to 90 Years   (Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT01916135
NCT02857270,A Study of LY3214996 Administered Alone or in Combination With Other Agents in Participants With Advanced/Metastatic Cancer,Recruiting,No Results Available,Drug: LY3214996|Drug: Midazolam|Drug: Abemaciclib|Drug: Nab-paclitaxel|Drug: Gemcitabine,All,"18 Years and older   (Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT02857270
NCT00207298,18F-fluorodeoxyglucose (18F-FDG) Positron Emission Tomography in Oncology,Completed,No Results Available,Procedure: Positron Emission Tomography,All,"19 Years to 90 Years   (Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT00207298
NCT00565721,A Proof-of-concept Study to Assess the Ability of [18F]AH-111585 PET Imaging to Detect Tumours and Angiogenesis,Completed,Has Results,Drug: Fluciclatide Injection - (AH111585 (F18)),All,"18 Years and older   (Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT00565721
NCT00451880,Study of XL281 in Adults With Solid Tumors,Completed,No Results Available,Drug: XL281|Drug: famotidine,All,"18 Years and older   (Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT00451880
NCT03684785,Intratumoral AST-008 Combined With Pembrolizumab in Patients With Advanced Solid Tumors,Recruiting,No Results Available,Drug: AST-008|Biological: Pembrolizumab,All,"18 Years and older   (Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT03684785
NCT02173171,Registry Study for Talimogene Laherparepvec,Enrolling by invitation,No Results Available,Other: Information collection,All,"18 Years to 99 Years   (Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT02173171
NCT00633516,A Pilot Study to Evaluate Optical Spectroscopy of Pigmented Skin Lesions,Completed,No Results Available,Device: Optical Spectroscopy,All,"18 Years and older   (Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT00633516
NCT02473874,Comparison Imaging System Between Spatially Modulated Quantitative Spectroscopy and Skin Spect Dermoscopy,Withdrawn,No Results Available,Device: Skin Spect dermoscope|Device: Spatially modulated quantitative,All,"18 Years and older   (Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT02473874
NCT01088737,Imiquimod to Detect Residual Lesions and Prevent Recurrence of Lentigo Maligna,"Active, not recruiting",No Results Available,Drug: Imiquimod,All,"18 Years and older   (Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT01088737
NCT00422448,Study to Test Genetic Alterations Among Different Dermoscopic Types of Melanocytic Nevi.,Completed,Has Results,Genetic: To test the frequency of BRAF and NRAS mutations among nevi,All,"9 Years to 80 Years   (Child, Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT00422448
NCT01984892,Treatment of Solid Tumors With Intratumoral Hiltonol® (Poly-ICLC),Terminated,Has Results,Drug: Poly-ICLC,All,"14 Years and older   (Child, Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT01984892
NCT03370861,How Microbes and Metabolism May Predict Skin Cancer Immunotherapy Outcomes,Recruiting,No Results Available,Biological: Immunotherapy,All,"18 Years and older   (Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT03370861
NCT03311334,A Study of DSP-7888 Dosing Emulsion in Combination With Immune Checkpoint Inhibitors in Adult Subjects With Advanced Solid Tumors,Recruiting,No Results Available,Drug: DSP-7888 Dosing Emulsion|Drug: Nivolumab|Drug: Atezolizumab,All,"18 Years and older   (Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT03311334
NCT02346955,Study of CM-24 (MK-6018) Alone and In Combination With Pembrolizumab (MK-3475) in Participants With Selected Advanced or Recurrent Malignancies (MK-6018-001),Terminated,No Results Available,Biological: CM-24 (MK-6018)|Biological: Pembrolizumab (MK-3475),All,"18 Years and older   (Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT02346955
NCT01986426,LTX-315 in Patients With Transdermally Accessible Tumours as Monotherapy or Combination With Ipilimumab or Pembrolizumab,Completed,No Results Available,Drug: LTX-315 consecutive lesions|Drug: LTX-315|Drug: LTX-315 + ipilimumab|Drug: LTX-315 + pembrolizumab,All,"18 Years and older   (Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT01986426
NCT02482168,Study of the CD40 Agonistic Monoclonal Antibody APX005M,"Active, not recruiting",No Results Available,Drug: APX005M,All,"18 Years and older   (Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT02482168
NCT00311558,"Sodium Stibogluconate and Interferon in Treating Patients With Advanced Solid Tumors, Lymphoma, or Myeloma",Terminated,No Results Available,Biological: recombinant interferon alfa-2b|Drug: sodium stibogluconate|Drug: SSG & interferon,All,"18 Years to 120 Years   (Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT00311558
NCT02861209,Collaborative Network to Take Responsibility for Oral Anticancer Therapy,Unknown status,No Results Available,Other: Implementation of a care pathway,All,"18 Years and older   (Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT02861209
NCT03637803,MRx0518 and Pembrolizumab Combination Study,Recruiting,No Results Available,Drug: MRx0518|Drug: Pembrolizumab 25 MG/1 ML Intravenous Solution [KEYTRUDA],All,"18 Years and older   (Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT03637803
